id,word_id,word,language,definition,read_aloud
0199ddae-235d-702c-3dad-a946662ba4b5,019927a1-3630-70e1-7cc8-77fb81936026,impropriety,ko,부적절함 / 예의 위반,부적절함. 예의 위반.
0199ddae-25c5-70c2-9abf-eb5d0f35dba9,01992798-a53e-707d-2e6e-9ecc234a0c5c,brigade,ko,여단 / 조직된 집단,여단. 조직된 집단.
0199ddae-29a3-702d-16e8-48af92cf5439,0199279c-d10f-705e-66e7-50dc5e412b16,childless,ko,자녀가 없는,자녀가 없는.
0199ddae-2d30-7075-38bb-ffcaf77669aa,01992797-5120-706a-dc12-c39ab9d1ea1e,cleric,ko,성직자,성직자.
0199ddae-306f-7079-522e-f12d0cb567e5,019927a2-78a0-70e7-c832-a398118b8804,consecration,ko,축성 / 신성하게 함,축성. 신성하게 함.
0199ddae-3422-70af-95dd-92439b3d5f28,01992780-244d-70ae-68fe-bebc730adb29,cosy,ko,아늑한 / 편안한,아늑한. 편안한.
0199ddae-3723-704b-26df-eaf406423956,01992796-3faf-7018-1c45-034449a355bf,ware,ko,제품 / 상품 / 도자기류,제품. 상품. 도자기류.
0199ddae-3b11-706f-918c-077f69919847,01992798-68e7-7096-c92a-7ae60e95c103,wretch,ko,불쌍한 사람 / 비열한 자,불쌍한 사람. 비열한 자.
0199ddae-3e2a-7042-479d-3d580308218a,0199279b-73c4-70a2-21be-5264fdc4de0a,madhouse,ko,정신병원 / 혼란한 장소,정신병원. 혼란한 장소.
0199ddae-41f5-700e-07f9-c6f67d8f56ff,0199279e-5d9e-70b9-5066-101d618da17d,thirtieth,ko,서른 번째의 / 제 30의,서른 번째의. 제 삽십의.
0199ddae-45b6-7007-e66c-68c7ac06196f,0199279f-7975-708f-eae7-c6297df553bf,invariable,ko,불변의 / 일정한,불변의. 일정한.
0199ddae-48b8-708f-fe49-7467aa1c8f76,01992797-b12f-70d3-8625-2858413c6b62,jocund,ko,명랑한 / 쾌활한,명랑한. 쾌활한.
0199ddae-4ca8-7022-73d9-e4e9e2b0cbe9,01992797-dc96-7023-5029-dcd38c43ab8e,musing,ko,명상 / 사색 / 깊은 생각에 잠긴,명상. 사색. 깊은 생각에 잠긴.
0199ddae-4fe2-70ee-312b-46db78c676ff,0199279d-c571-707d-d4ab-dd4ff3d54f0b,obliquely,ko,비스듬히 / 간접적으로,비스듬히. 간접적으로.
0199ddae-53a2-7032-0273-3bcd5130fc5d,0199279d-d758-70e8-21ec-3c6856754808,parsonage,ko,목사관 / 성직자의 주택,목사관. 성직자의 주택.
0199ddae-5720-700d-b564-d5fe775b63df,0199279b-b00f-703e-a374-5c701c3cd989,partaker,ko,참여자 / 함께 하는 사람,참여자. 함께 하는 사람.
0199ddae-5aad-700f-ccd2-b30d279b961a,019927a1-893a-70d9-357c-ce92707b1806,peculiarity,ko,특이성 / 특색 / 기벽,특이성. 특색. 기벽.
0199ddae-5dc8-70eb-8bf5-2cfd6b216596,019927a4-e928-7023-988f-025ed2ff86a1,perpendicularly,ko,수직으로 / 직각으로,수직으로. 직각으로.
0199ddae-6162-7034-43b6-c5b94b4faa64,019927a3-02bc-7022-0acd-e1fe56b27b4f,perturbation,ko,동요 / 혼란 / 섭동(물리학),동요. 혼란. 섭동.
0199ddae-653c-70ec-fd2d-ed1cc2770ee3,0199277f-c7a8-7081-0596-e1a080a1a558,balk,ko,멈칫하다 / 주저하다 / 방해,멈칫하다. 주저하다. 방해.
0199ddae-68a4-70bd-8250-0e547a6692a7,0199279e-a998-70c4-2054-46601135d68f,antibiotic,ko,항생제 / 항균성의,항생제. 항균성의.
0199ddae-6c18-70dc-7bd5-b81b5e8582fb,0199279c-f1d3-7075-6bb9-5c9f0b599c03,crucially,ko,결정적으로 / 중대하게,결정적으로. 중대하게.
0199ddae-704e-700f-e342-9f57d4233398,01992797-62bb-7029-9367-4836366d8039,deepen,ko,깊게 하다 / 심화시키다,깊게 하다. 심화시키다.
0199ddae-7430-700f-b24c-692990570514,01992798-e50c-7094-3447-c70ff7a863f8,denuded,ko,벌거벗은 / 나무가 없는 / 드러난,벌거벗은. 나무가 없는. 드러난.
0199ddae-775e-70a9-350f-ac32f5321bf2,01992798-e71c-70e5-0157-b06b07e35a19,detente,ko,긴장 완화 (특히 국제 관계의),긴장 완화.
0199ddae-7b19-7085-e7f5-168f88fb51a4,0199279f-bfec-708b-0168-04de4bdb6877,opprobrium,ko,비난 / 오명 / 치욕,비난. 오명. 치욕.
0199ddae-7e1c-70c4-5972-319d80abd62d,0199279f-c6ee-708d-4acc-1e35afcae92c,overburden,ko,과중하게 하다 / 부담층,과중하게 하다. 부담층.
0199ddae-820e-702a-a1a7-5fe56030d288,01992797-ed12-7035-0786-8817dc0894ce,paging,ko,호출 / 페이지 처리(컴퓨터),호출. 페이지 처리.
0199ddae-853a-70e5-3d80-ca72ddfe5cd5,0199bf5c-d952-7063-8676-bb4834305108,pfennig,ko,페니히 (독일의 옛 화폐 단위),페니히.
0199ddae-88ea-700d-28a1-ac7c6997b8d5,01992799-a984-70b8-2075-eb3a5f30d391,polymer,ko,고분자 / 폴리머,고분자. 폴리머.
0199ddae-8cc6-7081-5217-7b233ecf522b,01992798-0147-706a-b137-005bc6cfbb37,quartz,ko,석영,석영.
0199ddae-8fe7-704b-ebb5-c7c58343c617,019927a1-bff5-70fa-beca-b94118b85068,reestablish,ko,재건하다 / 복구하다,재건하다. 복구하다.
0199ddae-9465-70d5-a5bd-c398aea1199d,0199279e-08f1-709e-6932-bf2784221e32,reexamine,ko,재검토하다 / 다시 조사하다,재검토하다. 다시 조사하다.
0199ddae-9769-7047-57de-5202135a899e,0199279e-0f3c-7010-6ae1-292a593c24ff,renewable,ko,재생 가능한 / 갱신 가능한,재생 가능한. 갱신 가능한.
0199ddae-9b51-7022-d4bf-40045291e0ab,019927a3-2789-70e4-db9f-87c855529a0d,renunciation,ko,포기 / 단념,포기. 단념.
0199ddae-9e6e-70e7-2c27-40cd41e09d73,0199279b-f277-701b-05c8-daeb096b00bd,ringside,ko,(권투 등) 경기장 맨 앞자리,경기장 맨 앞자리.
0199ddae-a185-70d5-698d-86f94984b80e,01992796-ea0b-7064-f8ae-7e6da7fdfcf8,skate,ko,스케이트 / 스케이트를 타다,스케이트. 스케이트를 타다.
0199ddae-a539-70fe-5cd4-0ecdd7cb75e8,019927a0-45cd-706d-5871-309c7b94727f,subversion,ko,전복 / 체제 파괴,전복. 체제 파괴.
0199ddae-a85b-7011-0a00-e2696ad8fa59,0199279e-6f2b-7041-438d-f9352000a020,undamaged,ko,손상되지 않은,손상되지 않은.
0199ddae-ab52-70e7-7cb8-248d5503114d,0199279d-1203-7093-2b1e-16121c5659be,distiller,ko,증류자 / 증류업자,증류자. 증류업자.
0199ddae-aeed-70ba-d3f3-4685c95d7943,0199279a-eb8e-7050-efbd-e3386f8449e0,doldrums,ko,침체기 / 우울 / 정체 상태,침체기. 우울. 정체 상태.
0199ddae-b1e7-705c-a112-782038b9f7a8,0199279f-2278-7012-66ca-c166ba7004c4,electorate,ko,선거인단 / 유권자 전체,선거인단. 유권자 전체.
0199ddae-b60e-709b-1cb9-4b4ea651a64c,019927a2-9477-7066-fbb5-9ae19855e063,electrolysis,ko,전기분해,전기분해.
0199ddae-b921-704a-4da5-51a853ab5bc7,0199279f-2521-7064-7622-48033913b653,emigration,ko,(타국으로의) 이주 / 이민,이주. 이민.
0199ddae-bc78-70d1-f34c-a24988cd68a2,019927a2-9da7-7008-5cb5-752c7ff44a94,expansionist,ko,(명사) 팽창주의자(의),팽창주의자.
0199ddae-c021-7037-9544-9419c27d2f74,0199277f-4063-7013-0af8-bcc299b9d0e8,gob,ko,덩어리 / 침 한 덩이 / (속어) 입,덩어리. 침 한 덩이. 입.
0199ddae-c31e-7000-fceb-a26c35c53bd9,01992799-34e8-709b-d34d-073f2706a93a,haulage,ko,운반 / 수송료,운반. 수송료.
0199ddae-c6e1-703b-bbf5-981cc37b202d,01992799-40fd-702b-18f9-96034c74618b,hurdles,ko,장애물 / 난관,장애물. 난관.
0199ddae-c93b-7006-9f09-50755a65ec6d,0199279a-9ddf-703b-ca44-f5ff1d969422,callable,ko,(채권 등) 조기상환 가능한,조기상환 가능한.
0199ddae-cd35-708c-0b94-c3131840f91b,01992797-4987-704a-9715-a5fcfaf2c919,casein,ko,카제인(우유 단백질),카제인.
0199ddae-d046-7004-f1aa-7e78e1fc4a7f,019927a2-6b18-70a8-27cd-8e6034e6e4c0,chairmanship,ko,의장직 / 회장직,의장직. 회장직.
0199ddae-d411-7049-e7aa-9c0f77296684,019927a0-6196-70d9-6361-c09ac509e14b,tripartite,ko,3자 간의 / 3부분으로 된,삼자 간의. 세부분으로 된.
0199ddae-d7c3-70a7-f0ba-d2ec28049bfc,01992796-9a91-70d6-c866-a60e5375523d,hoary,ko,백발의 / 오래된 / 고색창연한,백발의. 오래된. 고색창연한.
0199ddae-db12-7080-ade0-5d2ed18d4fe3,019927a0-9540-70aa-7e76-d7d19265462c,aggravating,ko,짜증나게 하는 / 악화시키는,짜증나게 하는. 악화시키는.
0199ddae-def2-70a3-2eff-7034b4ea7796,019927a0-a0d1-705f-7d55-32fb54b1794b,appeasement,ko,유화 / 달램 / 양보 정책,유화. 달램. 양보 정책.
0199ddae-e248-70a8-4c82-a7bec3939945,01992798-831e-7026-2859-4345920a7f5a,arousal,ko,자극 / 각성 (심리학 용어),자극. 각성.
0199ddae-e55b-702f-c962-90aaa43418dd,0199279e-b671-7083-1bfd-a12d01807ae3,authorship,ko,저자임 / 저작권,저자임. 저작권.
0199ddae-e916-70a6-d537-9239644c52b5,0199279c-a13c-70ca-d4c7-69b75a9e074a,axiomatic,ko,자명한 / 불변의 진리로 여겨지는,자명한. 불변의 진리로 여겨지는.
0199ddae-ec61-70bd-3cf6-1aa0d33ebf01,0199279a-7f4d-7053-7039-cb502df23534,bathrobe,ko,목욕가운,목욕가운.
0199ddae-f062-704d-54bf-bf8043cd3abb,01992796-5234-702f-73b4-2bbd2eafe057,bawdy,ko,외설적인 / 저속한,외설적인. 저속한.
0199ddae-f424-7026-1f2a-77d7cc77ee45,01993703-ab5b-70d7-43ca-2a74c5803176,bel,ko,벨(소리 단위 / decibel의 어원),벨.
0199ddae-f76b-70cc-5f75-2d8101808002,0199277f-1da6-7052-87af-d51f1b2b861c,bop,ko,톡 치다 / 비밥(재즈의 일종),톡 치다. 비밥.
0199ddae-fbd8-70cd-e71f-e51ce00990b4,0199279c-baa0-7023-ef43-80b91e6ab95f,broadside,ko,일제 사격 / 신랄한 비난문,일제 사격. 신랄한 비난문.
0199ddae-fe8e-7085-4be6-a1725863e759,01992798-a5db-7039-0fa1-f8f6e69d5f04,brocade,ko,금사로 수놓은 비단 / 자수 천,금사로 수놓은 비단. 자수 천.
0199ddaf-0242-70ae-559f-1bac0d3c0669,0199279e-dd69-705b-2fd8-aacd04af5dc4,childbirth,ko,출산,출산.
0199ddaf-056a-7020-7a02-a01796aa91d8,019927a0-c310-708e-45af-9cff28ca7c0c,churchgoing,ko,교회에 자주 다니는 / 신앙생활,교회에 자주 다니는. 신앙생활.
0199ddaf-0951-7097-c618-2573d0b82aaa,0199279e-e661-7056-1b82-3a9f6c3ef50e,collegiate,ko,대학의 / 대학생다운,대학의. 대학생다운.
0199ddaf-0c86-7066-f183-be2fafde4bdb,019927a2-7542-70d3-d6b4-04f6c5f57b89,compulsively,ko,강박적으로 / 억지로,강박적으로. 억지로.
0199ddaf-0fcd-7026-bb37-e0bd111e649c,0199279e-eee3-7081-42cb-2e8616dd10b8,conformist,ko,순응주의자 / 관습에 따르는,순응주의자. 관습에 따르는.
0199ddaf-12ed-702e-41ba-e1366a7403b6,0199279c-e7c0-704a-fe1b-8d718f78acf2,contorted,ko,일그러진 / 비틀린,일그러진. 비틀린.
0199ddaf-16bf-70c8-1719-3ce2b5e24ee0,01992780-205d-704a-d44a-f7f4df81e807,coop,ko,닭장 / 가두다 / 제한하다,닭장. 가두다. 제한하다.
0199ddaf-19ba-709a-2d12-d3e813a70834,0199279c-eb2c-707c-e812-a3fbff0a34e7,correlate,ko,서로 연관시키다 / 상관 관계에 있는 것,서로 연관시키다. 상관 관계에 있는 것.
0199ddaf-1cf0-702b-3071-a5e486f4311b,0199279e-f6f7-703c-3966-547344fb1a91,correlated,ko,상호 관련된 / 연관된,상호 관련된. 연관된.
0199ddaf-204a-70c0-32b9-06f5b7b566df,019927a0-de37-7088-6664-c5aa06209071,defenseless,ko,방어할 수 없는 / 무방비의,방어할 수 없는. 무방비의.
0199ddaf-23f0-70b6-97d1-501faaf4ca15,0199279d-1706-7080-acde-540b39fd466a,dramatize,ko,극화하다 / 과장하다,극화하다. 과장하다.
0199ddaf-2722-70f6-60ff-dc50fbf9eaab,01992797-6f2c-7061-ad3f-3449d0359a65,duffel,ko,(두꺼운 천 소재의) 짐 가방 / 외투용 두꺼운 천,짐 가방. 외투용 두꺼운 천.
0199ddaf-2afa-7087-c74e-3211bd825112,01992797-6f6a-7023-6078-37adbdac23ab,dulled,ko,둔해진 / 흐릿해진,둔해진. 흐릿해진.
0199ddaf-2eb1-70f5-eecb-2a75c990759c,0199279d-288d-70b3-c1b0-2ac4596e1b41,epicenter,ko,진앙 / 중심지,진앙. 중심지.
0199ddaf-31c1-70a8-bcb5-5690cd502df0,0199279a-ff16-70f2-c811-fec3d6e4f211,equating,ko,동일시 / 등식화,동일시. 등식화.
0199ddaf-3564-7042-db7f-e914a70730dd,0199279b-192a-70d4-46e2-9855e26967c8,footnote,ko,각주 / 부기,각주. 부기.
0199ddaf-3929-70d9-c342-05528abf1b4b,01992796-885c-7095-3d70-7c1c1823679a,fussy,ko,까다로운 / 신경질적인,까다로운. 신경질적인.
0199ddaf-3c77-7022-5131-048178d7ca6e,01992797-8b4e-70d2-a8d1-21308e36665b,gadfly,ko,귀찮게 구는 사람 / 자극자 (비유),귀찮게 구는 사람. 자극자.
0199ddaf-3ff7-7063-63c8-c067c49ecb1e,01992797-9314-70d4-851d-04beaa197e2b,golfer,ko,골프 치는 사람,골프 치는 사람.
0199ddaf-441e-7068-f799-1ab849488be2,0199279d-55c8-70d8-6571-05cae20b91b7,grapevine,ko,포도 덩굴 / 소문망(비공식 정보망),포도 덩굴. 소문망.
0199ddaf-4851-70cd-349a-6839e4cd533b,0199279f-531d-7000-d733-7cd2a6c9fd96,headmaster,ko,(영국식) 교장 / 학교장,교장. 학교장.
0199ddaf-4b63-7003-c3c5-9187f222d6c8,0199279d-6428-70fc-c3dc-058381fc691c,hindsight,ko,뒤늦은 깨달음 / 사후 인식,뒤늦은 깨달음. 사후 인식.
0199ddaf-4f17-70c3-5c85-8712c7ac061d,0199279d-6609-7015-b650-6c2da0981abb,homemaker,ko,전업주부 / 가정관리자,전업주부. 가정관리자.
0199ddaf-52cb-7092-9226-06af59b169fc,019927a3-b6d7-7024-223f-d87adcdcb90c,instructional,ko,교육용의 / 지시적인,교육용의. 지시적인.
0199ddaf-55dd-70e6-260d-cfe612a70e52,019927a0-07dc-70ae-e15a-1e8a591d8a58,relativity,ko,상대성 / 관련성 (physics: relativity),상대성. 관련성.
0199ddaf-59c4-708b-9442-8cfa3e4ab6b1,019927a1-d40c-700f-68da-0cae43458ffc,retardation,ko,지연 / 발달지체,지연. 발달지체.
0199ddaf-5d61-7055-1f9e-b9c19cca1d33,01992799-cbc5-7031-0482-80f857cf04aa,retinal,ko,망막의,망막의.
0199ddaf-607f-70a2-df77-b31b6dd3d6b5,0199279e-1a95-7060-195d-8890396c72f6,roadblock,ko,도로 봉쇄 / 장애물,도로 봉쇄. 장애물.
0199ddaf-6472-7033-49d3-44db7ad5b81b,01992798-150a-705f-5eba-8775b733daac,sadism,ko,가학성 / 사디즘,가학성. 사디즘.
0199ddaf-677d-7012-9099-4cb5a3116be4,01992798-1916-70b3-00e5-7ab4165460e7,schema,ko,도식 / 개요 / 심리적 틀,도식. 개요. 심리적 틀.
0199ddaf-6aa5-70c1-ccb8-36e4d680ff7b,0199279e-22d4-7095-952a-14e43c7fc662,schematic,ko,개략적인 / 도식적인,개략적인. 도식적인.
0199ddaf-6da8-7045-3d64-3d0565e85803,019927a0-2419-70d4-ddd8-9f940767ef77,senatorial,ko,상원의 / 상원 의원의,상원의. 상원 의원의.
0199ddaf-715e-70b1-98e6-b9e85f259c9e,01992798-1cf9-70c5-1930-a7b2847ff136,septic,ko,감염된 / 부패성의,감염된. 부패성의.
0199ddaf-7411-70f5-e188-057f6fad176c,01992796-3010-708d-a79f-25dde4da9a73,shin,ko,정강이 / 기어오르다,정강이. 기어오르다.
0199ddaf-77c8-7054-7138-c83fe2aec2c1,01992799-e9c5-70e0-0a94-c51d45013815,showman,ko,연예 흥행업자 / 재주 많은 사람,연예 흥행업자. 재주 많은 사람.
0199ddaf-7bee-7020-06bf-a9125fa51da0,0199279c-143a-7082-9f94-09721f45fc1c,slovenly,ko,단정치 못한 / 게으른,단정치 못한. 게으른.
0199ddaf-7faf-70eb-108f-9952cf1809e6,0199279e-418b-70ae-c4c9-a2d02a6169e8,squinting,ko,눈을 가늘게 뜬 / 사시,눈을 가늘게 뜬. 사시.
0199ddaf-8417-7090-250c-ccdadcc02b9a,01992796-352c-705e-6f12-0e122eb1ec89,stub,ko,짧은 자루 / 영수증 끝부분,짧은 자루. 영수증 끝부분.
0199ddaf-8680-701f-d9e0-d7935c134b3e,01992798-3600-70d7-c75d-7d5b50829771,stubby,ko,짧고 굵은 / 뭉툭한,짧고 굵은. 뭉툭한.
0199ddaf-8a27-703a-bc00-cd01a01fb83d,019927a0-47c1-7042-e097-57ec962d1f15,summertime,ko,여름철 / 하절기,여름철. 하절기.
0199ddaf-8d36-7014-d3e4-fa372514f694,019927a4-fce7-7092-7697-9420e109888e,surreptitiously,ko,은밀히 / 몰래,은밀히. 몰래.
0199ddaf-90fe-7015-525c-d412e027274e,01992798-4fe2-708a-5a24-a6d32f70a4e7,twinge,ko,찌르는 듯한 통증 / 양심의 가책,찌르는 듯한 통증. 양심의 가책.
0199ddaf-93fe-70c7-a9f5-d135995d0607,0199279e-6cb8-7042-6947-2b038cb2da2a,unabashed,ko,부끄러워하지 않는 / 태연한,부끄러워하지 않는. 태연한.
0199ddaf-9759-70d4-8623-1b21543f4189,019927a2-2f0a-70a6-e278-b215525cd720,unawareness,ko,무지 / 인식하지 못함,무지. 인식하지 못함.
0199ddaf-9b1b-7007-7f66-835a3c1ee20f,019927a0-6996-7072-7906-b37016205e77,uncritical,ko,비판적이지 않은 / 무비판적인,비판적이지 않은. 무비판적인.
0199ddaf-9e44-702e-b2ef-9622e92709b9,019927a5-02d3-70f0-c60d-ef87d79d8deb,understandingly,ko,이해심 있게 / 관대하게,이해심 있게. 관대하게.
0199ddaf-a150-703e-0870-172679ec3235,019927a4-284a-7060-d714-de1df67877ec,undisciplined,ko,무질서한 / 훈련되지 않은,무질서한. 훈련되지 않은.
0199ddaf-a504-7027-7cf8-6306f8c6f781,0199279e-7283-7093-b8e2-41a16102e67b,unfitting,ko,부적절한 / 어울리지 않는,부적절한. 어울리지 않는.
0199ddaf-a8d8-7083-0aad-42448ffd4668,0199279e-7789-702d-c968-ae2dd7aee15c,unskilled,ko,숙련되지 않은 / 미숙한,숙련되지 않은. 미숙한.
0199ddaf-abf1-701a-4a22-cd9ba259d82d,0199279e-7fc3-70c5-06d2-06a73410b24a,ventricle,ko,(심장·뇌의) 심실 / 뇌실,심실. 뇌실.
0199ddaf-afa2-70ff-5cd1-ff87a9baa408,0199bf5c-70f7-70bf-94a5-809153eead96,lilting,ko,경쾌한 / 리듬감 있는,경쾌한. 리듬감 있는.
0199ddaf-b2a8-70d0-e1f6-2aef3128338a,01992799-5fab-7015-ccc1-5e96d35e5fc2,linkage,ko,연결 / 결합 / 연관성,연결. 결합. 연관성.
0199ddaf-b6ab-702a-71b9-4c4ea54f9d24,01992797-c762-704a-620f-23842d5624b6,looted,ko,약탈된 / 훔쳐진,약탈된. 훔쳐진.
0199ddaf-b9f1-70a7-a856-b68ea17e9366,01992796-b2d3-7006-5494-e8cb41e6b9ec,lurch,ko,갑자기 흔들리다 / 비틀거림 / 곤경,갑자기 흔들리다. 비틀거림. 곤경.
0199ddaf-bdb0-70a7-27d0-9c9d3d59081f,019927a4-6ef1-704b-9e33-272a5c507a75,meteorological,ko,기상학의 / 기상의,기상학의. 기상의.
0199ddaf-c0c1-7038-6e7d-285225c0525b,0199279f-9f53-70c8-6290-a9a12aed24f0,millimeter,ko,밀리미터(㎜),밀리미터.
0199ddaf-c484-708b-45b6-c0a1e38d1bdd,01992797-df24-70ab-4865-237f13e23253,nausea,ko,메스꺼움 / 구역질,메스꺼움. 구역질.
0199ddaf-c7a5-707f-5427-c97a06af5ab7,0199279f-b3be-7078-fe8c-c534b7f7ad7e,neutrality,ko,중립 / 중립 상태,중립. 중립 상태.
0199ddaf-cb5a-7084-582f-e3e2c329851d,019927a1-774d-70ca-ddf2-25e2fe4e8cd2,objectively,ko,객관적으로,객관적으로.
0199ddaf-ce60-70e2-2a2b-5c4c692a9776,01992797-e7d0-70c6-35b5-eb7aa0b29bf2,omelet,ko,오믈렛,오믈렛.
0199ddaf-d21e-707e-8d47-bbd1e814ad27,019927a1-8540-70be-4d4a-8cdba6ac6b15,parallelism,ko,평행 / 유사 / 병렬 구조(문법),평행. 유사. 병렬 구조.
0199ddaf-d538-70f1-9208-72245d64df31,0199bf5c-d3d8-708f-0e98-d2501a918b02,pecs,ko,가슴 근육(비격식 / pectoral muscles),가슴 근육.
0199ddaf-d953-70c2-f47b-8c4ddd6b803f,01992799-a510-702f-75bd-536913247bfa,pitfall,ko,함정 / 위험 / 예상치 못한 어려움,함정. 위험. 예상치 못한 어려움.
0199ddaf-dc7c-70c9-1e3b-cf59518bc537,0199279d-ee07-7062-3d0a-7c5121b1134b,postulate,ko,가정하다 / 요구하다 / 기본 원리,가정하다. 요구하다. 기본 원리.
0199ddaf-e05d-700a-cfee-3850eaa1671f,019927a3-f2f6-70ab-a126-dcd9a9c5dbfc,predetermined,ko,미리 결정된 / 예정된,미리 결정된. 예정된.
0199ddaf-e2bd-704c-4369-4728f44ca03d,0199279d-f636-705b-7c5d-5bb36f131222,profusely,ko,풍부하게 / 지나치게 많이,풍부하게. 지나치게 많이.
0199ddaf-e67a-70ab-a94f-8fe0b1d82635,019927a3-fd3e-708c-19da-f744726dcbb3,radioactivity,ko,방사능 / 방사성,방사능. 방사성.
0199ddaf-e9a5-700b-f194-119bd34f1372,01992798-04b7-708d-45b2-ac465dfcd639,rancor,ko,원한 / 적의,원한. 적의.
0199ddaf-ed6a-70cb-fc8d-cb513619df0e,0199279c-6f64-70c7-2f95-5c0e31cc69ab,watchdog,ko,감시자 / 감시 기관,감시자. 감시 기관.
0199ddaf-f0a5-70ec-48a2-55c4d3d4aad9,0199279e-8711-7047-d348-f2e08b1adf0d,watershed,ko,분수령 / 전환점,분수령. 전환점.
0199ddaf-f4d7-700f-06f2-a66c278112d8,01992797-4426-7058-7a5d-63d608a628d6,cabana,ko,해변 휴게소 / 간이 오두막,해변 휴게소. 간이 오두막.
0199ddaf-f848-703c-a894-ebdc8b230fe3,0199279e-ce15-707d-d9c6-534d8bcf6db2,calibrated,ko,눈금이 매겨진 / 조정된,눈금이 매겨진. 조정된.
0199ddaf-faeb-70f7-1eb2-208d5e30d9ad,01992798-b395-702a-d19a-8df21697b4be,carping,ko,트집 잡는 / 잔소리하는,트집 잡는. 잔소리하는.
0199ddaf-ff17-704a-f3e2-91303fab9a02,0199279e-d332-70b3-d1ff-859d84be2a9a,cartoonist,ko,만화가,만화가.
0199ddb0-01cb-70ac-3b26-0ccbd2bb2fbe,0199279e-d770-70fe-859f-8bdcacc9e934,centennial,ko,100주년 / 100년마다의,백주년. 백년마다의.
0199ddb0-0641-706a-b034-f429f3416e63,0199279b-7562-7091-8afe-5ac7d8e0dba5,maleness,ko,남성다움 / 남성성,남성다움. 남성성.
0199ddb0-0982-7010-63bf-93a16f46138e,01992799-6b34-703d-bf06-e15403114e54,masseur,ko,(남성) 안마사,안마사.
0199ddb0-0da0-7087-e7ee-f2f2e39c6111,01992799-6c45-70c7-f881-a09b2b038fc4,maximal,ko,최대의,최대의.
0199ddb0-10c1-7057-1151-61f29823e925,019927a2-1edf-70f4-5ef7-bbc0929c54d3,telegraphic,ko,전신의 / 간결한,전신의. 간결한.
0199ddb0-141e-70e2-e9e9-d4688d87006a,019927a4-a673-70e7-19c9-a3d43aa99d19,traditionalist,ko,전통주의자,전통주의자.
0199ddb0-17a4-708c-f835-230fe23d8b02,019927a2-28e2-70b4-7e5d-5594e4bbf8ab,translucent,ko,반투명한,반투명한.
0199ddb0-1b13-70a6-5fe8-6f73f15f0707,0199279a-0131-70cd-f150-bec49bbee233,starlet,ko,신인 여배우,신인 여배우.
0199ddb0-1f97-70b4-05fd-e172949117c3,019927a3-5d4b-701e-c686-4cebb5c8c78d,unimpressive,ko,인상적이지 않은,인상적이지 않은.
0199ddb0-21f5-70f0-e6b0-bea70833e9f5,01992796-68b0-70fd-b38a-9a621b65a714,crass,ko,무례한 / 둔감한,무례한. 둔감한.
0199ddb0-263e-7046-1288-73a6e8942d25,019927a0-f44a-706c-172f-a5ae7646fb18,downtrodden,ko,짓밟힌 / 억압받는,짓밟힌. 억압받는.
0199ddb0-29b8-70dd-4be2-890991bcfab0,019927a1-0cc1-70bc-b866-d5f95eeb7cab,ferociously,ko,사납게 / 맹렬히,사납게. 맹렬히.
0199ddb0-2d16-7086-9a71-68b6568bb6ed,01992797-dde6-7054-5bca-e413b6568bb8,mythic,ko,신화적인 / 상상 속의,신화적인. 상상 속의.
0199ddb0-3040-702e-5d47-4ca864fbbdc1,0199279b-a20a-7020-3198-6636ddb0d92c,orphaned,ko,고아가 된 / 버려진,고아가 된. 버려진.
0199ddb0-341b-7059-95de-9758f3b7bc86,019927a2-f64e-7023-07b9-8b8d20f7766b,otherworldly,ko,초현실적인 / 세속적이지 않은,초현실적인. 세속적이지 않은.
0199ddb0-36bc-707d-c76e-cebf5055b899,019927a4-eed0-7081-0184-8f3e8d057538,professionalism,ko,전문성 / 직업 정신,전문성. 직업 정신.
0199ddb0-3af1-7037-a699-0c700ff9b086,019927a1-8312-70a7-5ee4-5b186bccbd4f,painstaking,ko,공들인 / 세심한,공들인. 세심한.
0199ddb0-3e59-706a-b652-77607c4aff20,0199279a-2c3a-7054-dc51-021870e93e7c,typhoon,ko,태풍,태풍.
0199ddb0-4406-704d-147f-40c209eb7ba7,019927a2-3921-7090-53ed-a985a091f516,unrelenting,ko,끈질긴 / 완강한,끈질긴. 완강한.
0199ddb0-4ab9-70b8-d709-ab3d30398e1c,0199279f-a63a-700a-f094-129fe7a689bb,monomaniac,ko,한 가지에 집착하는 사람,한 가지에 집착하는 사람.
0199ddb0-5299-70ba-f69f-3b4ac3ef662f,0199bf5c-f939-7047-50bc-bc7b3185058b,psaltery,ko,고대 현악기(시타르와 유사),고대 현악기.
0199ddb0-58d1-705f-f6b1-95d56da0d85c,01992798-02a7-70f2-c608-d511d9089dfb,quiver,ko,떨리다 / 화살통 / 미세한 떨림,떨리다. 화살통. 미세한 떨림.
0199ddb0-610a-708d-81e1-e3cd585089bc,0199bf5e-0273-70f1-f3eb-bdf389d58d42,vigour,ko,활력 / 원기,활력. 원기.
0199ddb0-68f1-7043-6944-1bbb567f7ae4,01992798-6622-70a9-4353-d7399a56e269,wilful,ko,고의적인 / 제멋대로의,고의적인. 제멋대로의.
0199ddb0-70c6-70af-0509-218949d44bfc,01992797-4b8f-706d-6cd7-f02a0392cf57,censer,ko,향로 (교회 의식용),향로.
